output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,copy_original_drums_x,style_name,content_name,copy_original_drums_y,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name,Unnamed: 4
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.D_T01.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums,0.1,0.7127577313038401,0.8720211162031745,0.8387240546817797,0.7252262478799716,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,2.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.D_T01.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums,0.1,0.7127577313038401,0.8720211162031745,0.8387240546817797,0.7252262478799716,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,False,4.0,2.0,2.0,Not Musical at all,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.D_T01_orig_drums.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums,0.1,0.7646873358847286,0.8937554217860936,0.8656649855925892,0.7561090726985062,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,2.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.D_T01_orig_drums.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums,0.1,0.7646873358847286,0.8937554217860936,0.8656649855925892,0.7561090726985062,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,False,4.0,2.0,2.0,Not Musical at all,Temparature 0.1 Self_Blend (with varitented drum),
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.D_T01.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums,0.1,0.8097672982643145,0.655626534227379,0.0184815791055841,0.4581829087341715,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,4.0,4.0,3.0,Not Good Enough,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.D_T01.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums,0.1,0.8097672982643145,0.655626534227379,0.0184815791055841,0.4581829087341715,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,4.0,4.0,Good,Temparature 0.1 Self_Blend (with varitented drum),
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.D_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums,0.1,0.871462463635315,0.6628629357471465,0.0254053092172618,1.0,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,4.0,4.0,3.0,Not Good Enough,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.D_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums,0.1,0.871462463635315,0.6628629357471465,0.0254053092172618,1.0,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,4.0,4.0,Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.D_T01.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums,0.1,0.8926836196454895,0.7825375955823068,0.7788071783338192,0.6048434844110089,0.3669992856050088,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,4.0,3.0,2.0,Not rich enough Musically,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.D_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums,0.1,0.947693047089116,0.9079402181173072,0.5952606826629726,0.8498304598369963,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,4.0,3.0,2.0,Not rich enough Musically,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.D_T01.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.84566440611548,0.6428363932573341,0.0747218050755924,0.4917454646614583,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.D_T01.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.84566440611548,0.6428363932573341,0.0747218050755924,0.4917454646614583,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.D_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8443681332214702,0.6438323651351426,0.0732038381787022,0.9285714285714286,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.D_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8443681332214702,0.6438323651351426,0.0732038381787022,0.9285714285714286,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.D_T01.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums,0.1,0.7209270420434587,0.7755918662751505,0.929320377284585,,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,3.0,3.0,One Instrument out of the entire arrangement,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.D_T01.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums,0.1,0.7209270420434587,0.7755918662751505,0.929320377284585,,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.D_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums,0.1,0.7209270420434587,0.7755918662751505,0.929320377284585,,,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,3.0,3.0,One Instrument out of the entire arrangement,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.D_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums,0.1,0.7209270420434587,0.7755918662751505,0.929320377284585,,,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.D_T01.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums,0.1,0.8287389752681423,0.7814404308809673,0.7199307730971349,0.7446601465649749,0.0,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,,,,Only Drums,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.D_T01.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums,0.1,0.8287389752681423,0.7814404308809673,0.7199307730971349,0.7446601465649749,0.0,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,False,,,,Only Drums can't tag it,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums,0.1,0.8018894116174364,0.9391692007295483,0.6443558518310006,0.2498407135868874,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,,,,Only Drums,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums,0.1,0.8018894116174364,0.9391692007295483,0.6443558518310006,0.2498407135868874,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,False,,,,Only Drums can't tag it,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.D_T01.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.7749726112680874,0.0585205735980652,0.0,0.5663793758439141,0.2417468892076142,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,4.0,4.0,3.0,Playing the same chord a few times,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.D_T01.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.7749726112680874,0.0585205735980652,0.0,0.5663793758439141,0.2417468892076142,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.9926895721601614,0.1504814749664534,,0.583459965991578,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,4.0,4.0,3.0,Playing the same chord a few times,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.9926895721601614,0.1504814749664534,,0.583459965991578,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.D_T01.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.955940406470507,0.7204619232060766,0.0897192087466293,0.4586685294073314,0.2809757434745081,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,4.0,3.0,Very Boring and hits some wrong notes,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.D_T01.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.955940406470507,0.7204619232060766,0.0897192087466293,0.4586685294073314,0.2809757434745081,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,False,5.0,5.0,5.0,Amazing,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.945488805265401,0.71463187597232,0.1424582288000088,0.4724980022847338,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,4.0,3.0,Very Boring and hits some wrong notes,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.945488805265401,0.71463187597232,0.1424582288000088,0.4724980022847338,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,False,5.0,5.0,5.0,Amazing,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.D_T001.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.945000070495473,0.753064402431253,0.1628925347676217,0.4297059583586564,0.2716072381275558,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,5.0,5.0,5.0,Great,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.D_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.9273418499478406,0.7489123273088948,0.2290069706531958,0.4457359775156385,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,5.0,5.0,5.0,Great,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.D_T001.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.9008191801673072,0.0591147063287406,0.0,0.4210759605332591,0.1940376314265832,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,5.0,5.0,5.0,Very Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.D_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.9926895721601614,0.1504814749664534,,0.583459965991578,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,5.0,5.0,5.0,Very Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.D_T001.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.8583637928308159,0.7890878880692725,0.5861606607553898,0.347660698506139,,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,5.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.D_T001_orig_drums.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.8971119125678024,0.9063082071214776,0.5765791937581672,0.7877193483037596,,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,5.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.D_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums,0.01,0.7209270420434587,0.7755918662751505,0.929320377284585,,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,3.0,4.0,Only Piano,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.D_T001_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums,0.01,0.7209270420434587,0.7755918662751505,0.929320377284585,,,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,3.0,4.0,Only Piano,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.D_T001.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums,0.01,0.9236400592840028,0.6941568673356326,0.6929517084695327,0.5369774708369704,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,5.0,5.0,5.0,Amazing !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.D_T001_orig_drums.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums,0.01,0.9089620693726368,0.6927573295746772,0.7462593213566107,0.491421337617641,,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,5.0,5.0,5.0,Amazing !,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.D_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.8376490491176577,0.640745228165052,0.074173463900915,0.4917454646614583,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,5.0,5.0,Great,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.D_T001_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.836943185964771,0.6358054838531688,0.0726863516754723,0.9285714285714286,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,5.0,5.0,Great,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.D_T001.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums,0.01,0.7851877546208904,0.92910311176271,0.8885213932418645,0.501924217748408,0.2947701819286368,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,5.0,2.0,1.0,Not Musical whatsoever sounds awful !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.D_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums,0.01,0.9314200952495508,0.9892041759940192,0.9117664649500772,0.8191614343572861,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,5.0,2.0,1.0,Not Musical whatsoever sounds awful !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.D_T001.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums,0.01,0.5989879612348112,0.910052007314424,0.9196652809411132,0.8252686486823766,0.0984651399713963,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,5.0,4.0,5.0,Very Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.D_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums,0.01,0.6477749244546284,0.7658146670235617,0.8647864938517017,0.2059599027472825,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,5.0,4.0,5.0,Very Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.D_T001.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums,0.01,0.8023742084866131,0.8447667716925891,0.9414793343963904,0.7622820364978469,0.5930672165988065,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,5.0,5.0,3.0,Not Good enough too repetitive and not organic,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.D_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums,0.01,0.927887076101593,0.9538216168533716,0.9789098560022887,0.8673370930294,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,5.0,5.0,3.0,Not Good enough too repetitive and not organic,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.D_T001.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums,0.01,0.7404940159013407,0.8613036968946172,0.8347038921554953,0.720853663958022,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,2.0,2.0,Not Musical whatsoever' very repetitive no actual musician can write something like this !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.D_T001_orig_drums.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums,0.01,0.8200922273294242,0.9251903247165612,0.932620430330008,0.8258867363235927,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,2.0,2.0,Not Musical whatsoever' very repetitive no actual musician can write something like this !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.D_T001.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums,0.01,0.8940624826523053,0.878727663780004,0.6944483630994892,0.487181205000132,0.3746798490789873,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,5.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.D_T001_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums,0.01,0.9091220824240874,0.9424354925840333,0.5873903134632952,0.5656889588055567,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,5.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.D_T001.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.8255830803499742,0.8560527030440747,0.6726238343474907,0.6641255945252817,0.0727754046138963,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,5.0,4.0,4.0,Nice !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.D_T001_orig_drums.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.01,0.8549714176817684,0.9304396247647744,0.7632532283187785,0.8648370541121118,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,5.0,4.0,4.0,Nice !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.D_T001.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums,0.01,0.8193471401714805,0.7889342998305938,0.799132838142577,0.7255589633497342,0.0,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,,,,Only drums can't tag it !,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.D_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums,0.01,0.820750856171555,0.9407592247395514,0.7459802698257135,0.2498407135868874,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,,,,Only drums can't tag it !,Temparature 0.01 Self_Blend (Mapped),
