output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,style_name,content_name,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name
47 Electro - Pop  #1 In G#m.PreChorus_no_drum.X.47 Electro - Pop  #1 In G#m.PreChorus_no_drum.D_T01.mid,47 Electro - Pop  #1 In G#m.PreChorus_no_drum.mid,47 Electro - Pop  #1 In G#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7392966985834744,0.54320320897683,0.3218521781618457,,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,4,4,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.Verse_no_drum.X.47 Electro - Pop  #1 In G#m.Verse_no_drum.D_T01.mid,47 Electro - Pop  #1 In G#m.Verse_no_drum.mid,47 Electro - Pop  #1 In G#m.Verse_no_drum.mid,Verse,Drums,0.1,0.8079081225492437,0.5626858703068197,0.34437145507593,0.4915828141231816,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,4,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.Chorus_no_drum.X.48 Electro - Pop  #2 In Bm.Chorus_no_drum.D_T01.mid,48 Electro - Pop  #2 In Bm.Chorus_no_drum.mid,48 Electro - Pop  #2 In Bm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.0,,,,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,-,-,-,Only drums,Temparature 0.1 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.PreChorus_no_drum.X.48 Electro - Pop  #2 In Bm.PreChorus_no_drum.D_T01.mid,48 Electro - Pop  #2 In Bm.PreChorus_no_drum.mid,48 Electro - Pop  #2 In Bm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8180034121622167,0.8992917046786978,0.8018187814885568,0.4539304778539779,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,3,4,3,Dosen't fit to the sub-genres groove and muscal elemnts,Temparature 0.1 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.Verse_no_drum.X.48 Electro - Pop  #2 In Bm.Verse_no_drum.D_T01.mid,48 Electro - Pop  #2 In Bm.Verse_no_drum.mid,48 Electro - Pop  #2 In Bm.Verse_no_drum.mid,Verse,Drums,0.1,0.8669461727604816,0.5901585636478506,0.5133985265289069,0.3164669647883771,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,4,3,3,Not good enough all around,Temparature 0.1 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.Chorus_no_drum.X.49 Electro - Pop  #3 In F#.Chorus_no_drum.D_T01.mid,49 Electro - Pop  #3 In F#.Chorus_no_drum.mid,49 Electro - Pop  #3 In F#.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8568849239377431,0.723395493644277,0.5287657620193484,,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,3,2,2,A complete mess,Temparature 0.1 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.PreChorus_no_drum.X.49 Electro - Pop  #3 In F#.PreChorus_no_drum.D_T01.mid,49 Electro - Pop  #3 In F#.PreChorus_no_drum.mid,49 Electro - Pop  #3 In F#.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8748109276000646,0.7967403098089071,0.7860921096964423,0.969905090031444,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,1,1,1,A blend of anoyying noise,Temparature 0.1 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.Verse_no_drum.X.49 Electro - Pop  #3 In F#.Verse_no_drum.D_T01.mid,49 Electro - Pop  #3 In F#.Verse_no_drum.mid,49 Electro - Pop  #3 In F#.Verse_no_drum.mid,Verse,Drums,0.1,0.8531429590032616,0.775211298990112,0.6594904085062588,,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,4,5,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
5 Hard Rock #2 in D.Chorus_no_drum.X.5 Hard Rock #2 in D.Chorus_no_drum.D_T01.mid,5 Hard Rock #2 in D.Chorus_no_drum.mid,5 Hard Rock #2 in D.Chorus_no_drum.mid,Chorus,Drums,0.1,0.982612070644565,0.9663967352734966,0.926481682927185,0.7139578183002903,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,4,3,3,Too repetitive and the sound is awful,Temparature 0.1 Self_Blend (Rendering)
5 Hard Rock #2 in D.PreChorus_no_drum.X.5 Hard Rock #2 in D.PreChorus_no_drum.D_T01.mid,5 Hard Rock #2 in D.PreChorus_no_drum.mid,5 Hard Rock #2 in D.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9712584777602205,0.9802477060589176,0.936525556247206,0.6835736423966989,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,3,2,1,Breaking off during the track,Temparature 0.1 Self_Blend (Rendering)
5 Hard Rock #2 in D.Verse_no_drum.X.5 Hard Rock #2 in D.Verse_no_drum.D_T01.mid,5 Hard Rock #2 in D.Verse_no_drum.mid,5 Hard Rock #2 in D.Verse_no_drum.mid,Verse,Drums,0.1,0.9464115125370268,0.7206074164310795,0.5624540063179956,0.5832293439877239,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,3,3,1,Breaking off during the track,Temparature 0.1 Self_Blend (Rendering)
50 Old School Hip Hop #1 In C#m.Chorus_no_drum.X.50 Old School Hip Hop #1 In C#m.Chorus_no_drum.D_T01.mid,50 Old School Hip Hop #1 In C#m.Chorus_no_drum.mid,50 Old School Hip Hop #1 In C#m.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8362493262438261,0.8290990095088334,0.9372514670606928,0.95507180995052,,50 Old School Hip Hop #1 In C#m,50 Old School Hip Hop #1 In C#m,5,4,4,Good enough but still very reptitive,Temparature 0.1 Self_Blend (Rendering)
50 Old School Hip Hop #1 In C#m.Verse_no_drum.X.50 Old School Hip Hop #1 In C#m.Verse_no_drum.D_T01.mid,50 Old School Hip Hop #1 In C#m.Verse_no_drum.mid,50 Old School Hip Hop #1 In C#m.Verse_no_drum.mid,Verse,Drums,0.1,0.0,,,,,50 Old School Hip Hop #1 In C#m,50 Old School Hip Hop #1 In C#m,-,-,-,Only drums,Temparature 0.1 Self_Blend (Rendering)
51 Old School Hip Hop #2 In Am.Chorus_no_drum.X.51 Old School Hip Hop #2 In Am.Chorus_no_drum.D_T01.mid,51 Old School Hip Hop #2 In Am.Chorus_no_drum.mid,51 Old School Hip Hop #2 In Am.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7945494383097851,0.7261989795504554,0.590172394268751,0.3898449251842291,,51 Old School Hip Hop #2 In Am,51 Old School Hip Hop #2 In Am,4,5,4,Slightly too repetitive but good,Temparature 0.1 Self_Blend (Rendering)
51 Old School Hip Hop #2 In Am.PreChorus_no_drum.X.51 Old School Hip Hop #2 In Am.PreChorus_no_drum.D_T01.mid,51 Old School Hip Hop #2 In Am.PreChorus_no_drum.mid,51 Old School Hip Hop #2 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8798404352434491,0.7241655101658276,0.4660790111384341,0.2031179763770982,,51 Old School Hip Hop #2 In Am,51 Old School Hip Hop #2 In Am,5,5,5,Amazing !,Temparature 0.1 Self_Blend (Rendering)
51 Old School Hip Hop #2 In Am.Verse_no_drum.X.51 Old School Hip Hop #2 In Am.Verse_no_drum.D_T01.mid,51 Old School Hip Hop #2 In Am.Verse_no_drum.mid,51 Old School Hip Hop #2 In Am.Verse_no_drum.mid,Verse,Drums,0.1,0.841410772259464,0.8078643278122447,0.3737992713128696,0.327292436014521,,51 Old School Hip Hop #2 In Am,51 Old School Hip Hop #2 In Am,4,5,5,Super cool !,Temparature 0.1 Self_Blend (Rendering)
52 Old School Hip Hop #3 In Em.Chorus_no_drum.X.52 Old School Hip Hop #3 In Em.Chorus_no_drum.D_T01.mid,52 Old School Hip Hop #3 In Em.Chorus_no_drum.mid,52 Old School Hip Hop #3 In Em.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7036119939710039,0.7603191152227281,0.9161883073364082,0.0,,52 Old School Hip Hop #3 In Em,52 Old School Hip Hop #3 In Em,2,2,2,Makes no muscal sense,Temparature 0.1 Self_Blend (Rendering)
52 Old School Hip Hop #3 In Em.PreChorus_no_drum.X.52 Old School Hip Hop #3 In Em.PreChorus_no_drum.D_T01.mid,52 Old School Hip Hop #3 In Em.PreChorus_no_drum.mid,52 Old School Hip Hop #3 In Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8560609693184612,0.6634162007000338,0.93833556213695,0.4380028798784028,,52 Old School Hip Hop #3 In Em,52 Old School Hip Hop #3 In Em,4,3,3,It plays one chord repetitly,Temparature 0.1 Self_Blend (Rendering)
52 Old School Hip Hop #3 In Em.Verse_no_drum.X.52 Old School Hip Hop #3 In Em.Verse_no_drum.D_T01.mid,52 Old School Hip Hop #3 In Em.Verse_no_drum.mid,52 Old School Hip Hop #3 In Em.Verse_no_drum.mid,Verse,Drums,0.1,0.4871995429031657,0.7897250178341946,0.8789174802252998,,,52 Old School Hip Hop #3 In Em,52 Old School Hip Hop #3 In Em,4,3,3,The level of arrangement and musicality is embarassing,Temparature 0.1 Self_Blend (Rendering)
53 Pop R&B #1 in Dm.Chorus_no_drum.X.53 Pop R&B #1 in Dm.Chorus_no_drum.D_T01.mid,53 Pop R&B #1 in Dm.Chorus_no_drum.mid,53 Pop R&B #1 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8634260510837547,0.888742544025556,0.5239405336726065,0.1094275120590476,,53 Pop R&B #1 in Dm,53 Pop R&B #1 in Dm,2,2,1,A complete mess and the sound is awful,Temparature 0.1 Self_Blend (Rendering)
53 Pop R&B #1 in Dm.PreChorus_no_drum.X.53 Pop R&B #1 in Dm.PreChorus_no_drum.D_T01.mid,53 Pop R&B #1 in Dm.PreChorus_no_drum.mid,53 Pop R&B #1 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7968354755415241,0.7142528510414177,0.0304397089498082,0.2215942736101497,,53 Pop R&B #1 in Dm,53 Pop R&B #1 in Dm,3,2,2,A complete mess,Temparature 0.1 Self_Blend (Rendering)
53 Pop R&B #1 in Dm.Verse_no_drum.X.53 Pop R&B #1 in Dm.Verse_no_drum.D_T01.mid,53 Pop R&B #1 in Dm.Verse_no_drum.mid,53 Pop R&B #1 in Dm.Verse_no_drum.mid,Verse,Drums,0.1,0.6092629556913228,0.6407058529221074,0.4982900860256716,,,53 Pop R&B #1 in Dm,53 Pop R&B #1 in Dm,4,4,3,Too boring and not musical enough,Temparature 0.1 Self_Blend (Rendering)
54 Pop R&B #2 in F#m.Chorus_no_drum.X.54 Pop R&B #2 in F#m.Chorus_no_drum.D_T01.mid,54 Pop R&B #2 in F#m.Chorus_no_drum.mid,54 Pop R&B #2 in F#m.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9381913585947927,0.7920846732489514,0.2180933078688243,0.6964956187995041,,54 Pop R&B #2 in F#m,54 Pop R&B #2 in F#m,2,2,1,Awful,Temparature 0.1 Self_Blend (Rendering)
54 Pop R&B #2 in F#m.PreChorus_no_drum.X.54 Pop R&B #2 in F#m.PreChorus_no_drum.D_T01.mid,54 Pop R&B #2 in F#m.PreChorus_no_drum.mid,54 Pop R&B #2 in F#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7956684734803355,0.6936580727879078,0.9662990752725664,0.8634165093656593,,54 Pop R&B #2 in F#m,54 Pop R&B #2 in F#m,4,4,4,Barley good enough,Temparature 0.1 Self_Blend (Rendering)
54 Pop R&B #2 in F#m.Verse_no_drum.X.54 Pop R&B #2 in F#m.Verse_no_drum.D_T01.mid,54 Pop R&B #2 in F#m.Verse_no_drum.mid,54 Pop R&B #2 in F#m.Verse_no_drum.mid,Verse,Drums,0.1,0.9681781666549206,0.7485572312098876,0.1444856938337376,,,54 Pop R&B #2 in F#m,54 Pop R&B #2 in F#m,4,2,3,One keys line is killing the entire track,Temparature 0.1 Self_Blend (Rendering)
55 Pop R&B #3 in Fm.Chorus_no_drum.X.55 Pop R&B #3 in Fm.Chorus_no_drum.D_T01.mid,55 Pop R&B #3 in Fm.Chorus_no_drum.mid,55 Pop R&B #3 in Fm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7245677498319661,0.6542853509448321,0.4191943287186557,0.7924632243283861,,55 Pop R&B #3 in Fm,55 Pop R&B #3 in Fm,1,1,1,A complete mess' out of context synths tribulations,Temparature 0.1 Self_Blend (Rendering)
55 Pop R&B #3 in Fm.PreChorus_no_drum.X.55 Pop R&B #3 in Fm.PreChorus_no_drum.D_T01.mid,55 Pop R&B #3 in Fm.PreChorus_no_drum.mid,55 Pop R&B #3 in Fm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.857205823601256,0.8051560533364607,0.6989570797691266,0.872591883579235,,55 Pop R&B #3 in Fm,55 Pop R&B #3 in Fm,4,5,4,"Good enough, butcer can fix mistakes",Temparature 0.1 Self_Blend (Rendering)
55 Pop R&B #3 in Fm.Verse_no_drum.X.55 Pop R&B #3 in Fm.Verse_no_drum.D_T01.mid,55 Pop R&B #3 in Fm.Verse_no_drum.mid,55 Pop R&B #3 in Fm.Verse_no_drum.mid,Verse,Drums,0.1,0.4057512997808877,0.6203959408874634,0.2422791107692168,0.5237600401266579,,55 Pop R&B #3 in Fm,55 Pop R&B #3 in Fm,-,-,-,Missing file,Temparature 0.1 Self_Blend (Rendering)
57 Afrobeat #1 In F#m.Chorus_no_drum.X.57 Afrobeat #1 In F#m.Chorus_no_drum.D_T01.mid,57 Afrobeat #1 In F#m.Chorus_no_drum.mid,57 Afrobeat #1 In F#m.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8405563093914786,0.8432122883251166,0.6427952080669536,0.7986326321552557,,57 Afrobeat #1 In F#m,57 Afrobeat #1 In F#m,4,4,3,Not good enough mainly sound wise,Temparature 0.1 Self_Blend (Rendering)
57 Afrobeat #1 In F#m.PreChorus_no_drum.X.57 Afrobeat #1 In F#m.PreChorus_no_drum.D_T01.mid,57 Afrobeat #1 In F#m.PreChorus_no_drum.mid,57 Afrobeat #1 In F#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8717857565956804,0.8418592020694499,0.6222537549993502,0.8064340644943414,,57 Afrobeat #1 In F#m,57 Afrobeat #1 In F#m,4,5,4,Good enough butcher can fix the mistakes,Temparature 0.1 Self_Blend (Rendering)
57 Afrobeat #1 In F#m.Verse_no_drum.X.57 Afrobeat #1 In F#m.Verse_no_drum.D_T01.mid,57 Afrobeat #1 In F#m.Verse_no_drum.mid,57 Afrobeat #1 In F#m.Verse_no_drum.mid,Verse,Drums,0.1,0.8738443718814534,0.8209534272633471,0.6679189882537395,0.8613974386184194,,57 Afrobeat #1 In F#m,57 Afrobeat #1 In F#m,4,5,4,Good enough butcher can fix the mistakes,Temparature 0.1 Self_Blend (Rendering)
58 Afrobeat #2 In Cm.Chorus_no_drum.X.58 Afrobeat #2 In Cm.Chorus_no_drum.D_T01.mid,58 Afrobeat #2 In Cm.Chorus_no_drum.mid,58 Afrobeat #2 In Cm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8871380689696158,0.8017035769091897,0.4495884456994103,0.5469834901633934,,58 Afrobeat #2 In Cm,58 Afrobeat #2 In Cm,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
58 Afrobeat #2 In Cm.PreChorus_no_drum.X.58 Afrobeat #2 In Cm.PreChorus_no_drum.D_T01.mid,58 Afrobeat #2 In Cm.PreChorus_no_drum.mid,58 Afrobeat #2 In Cm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8704437904899597,0.7225020495592013,0.3067349858508403,0.4751310967331991,,58 Afrobeat #2 In Cm,58 Afrobeat #2 In Cm,5,5,4,Good,Temparature 0.1 Self_Blend (Rendering)
58 Afrobeat #2 In Cm.Verse_no_drum.X.58 Afrobeat #2 In Cm.Verse_no_drum.D_T01.mid,58 Afrobeat #2 In Cm.Verse_no_drum.mid,58 Afrobeat #2 In Cm.Verse_no_drum.mid,Verse,Drums,0.1,0.8836200019098558,0.716787827040179,0.43540896142056,0.5688324188088416,,58 Afrobeat #2 In Cm,58 Afrobeat #2 In Cm,4,4,4,Good enough,Temparature 0.1 Self_Blend (Rendering)
59 Afrobeat #3 in Bbm.Chorus_no_drum.X.59 Afrobeat #3 in Bbm.Chorus_no_drum.D_T01.mid,59 Afrobeat #3 in Bbm.Chorus_no_drum.mid,59 Afrobeat #3 in Bbm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9455433130117916,0.9062000531380632,0.3303692950502984,0.5276103710962354,,59 Afrobeat #3 in Bbm,59 Afrobeat #3 in Bbm,5,5,4,Good,Temparature 0.1 Self_Blend (Rendering)
59 Afrobeat #3 in Bbm.PreChorus_no_drum.X.59 Afrobeat #3 in Bbm.PreChorus_no_drum.D_T01.mid,59 Afrobeat #3 in Bbm.PreChorus_no_drum.mid,59 Afrobeat #3 in Bbm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.986335663331688,0.9284432148941864,0.9835694067428916,0.7326950970650464,,59 Afrobeat #3 in Bbm,59 Afrobeat #3 in Bbm,5,5,4,Very Good,Temparature 0.1 Self_Blend (Rendering)
59 Afrobeat #3 in Bbm.Verse_no_drum.X.59 Afrobeat #3 in Bbm.Verse_no_drum.D_T01.mid,59 Afrobeat #3 in Bbm.Verse_no_drum.mid,59 Afrobeat #3 in Bbm.Verse_no_drum.mid,Verse,Drums,0.1,0.9478892521014992,0.7694875281779272,0.7806985154271603,0.5000000000000003,,59 Afrobeat #3 in Bbm,59 Afrobeat #3 in Bbm,5,5,4,A bit too similar but good enough,Temparature 0.1 Self_Blend (Rendering)
6 Alternative Pop #1 In Am.Chorus_no_drum.X.6 Alternative Pop #1 In Am.Chorus_no_drum.D_T01.mid,6 Alternative Pop #1 In Am.Chorus_no_drum.mid,6 Alternative Pop #1 In Am.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8559514566676032,0.9468414490399624,0.7641109173824036,0.6779491797302424,,6 Alternative Pop #1 In Am,6 Alternative Pop #1 In Am,4,5,5,"Very Good, butcher can fix harmony mistakes",Temparature 0.1 Self_Blend (Rendering)
6 Alternative Pop #1 In Am.PreChorus_no_drum.X.6 Alternative Pop #1 In Am.PreChorus_no_drum.D_T01.mid,6 Alternative Pop #1 In Am.PreChorus_no_drum.mid,6 Alternative Pop #1 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9551579827719622,0.9621366665428892,0.3362291082186828,0.5771022787765904,,6 Alternative Pop #1 In Am,6 Alternative Pop #1 In Am,3,5,4,Good enough,Temparature 0.1 Self_Blend (Rendering)
6 Alternative Pop #1 In Am.Verse_no_drum.X.6 Alternative Pop #1 In Am.Verse_no_drum.D_T01.mid,6 Alternative Pop #1 In Am.Verse_no_drum.mid,6 Alternative Pop #1 In Am.Verse_no_drum.mid,Verse,Drums,0.1,0.9587493016800654,0.9947373989528332,0.7711527233434039,0.6092076990801715,,6 Alternative Pop #1 In Am,6 Alternative Pop #1 In Am,3,5,4,Good butcher can fix the mistakes,Temparature 0.1 Self_Blend (Rendering)
61 K-Pop #1 in Ab.Chorus_no_drum.X.61 K-Pop #1 in Ab.Chorus_no_drum.D_T01.mid,61 K-Pop #1 in Ab.Chorus_no_drum.mid,61 K-Pop #1 in Ab.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8665305124041631,0.9074910950731324,0.6870765458278068,0.7816096605048418,,61 K-Pop #1 in Ab,61 K-Pop #1 in Ab,4,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
61 K-Pop #1 in Ab.PreChorus_no_drum.X.61 K-Pop #1 in Ab.PreChorus_no_drum.D_T01.mid,61 K-Pop #1 in Ab.PreChorus_no_drum.mid,61 K-Pop #1 in Ab.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.97533459691827,0.7250303086902543,0.4429844528295646,0.396662764332278,,61 K-Pop #1 in Ab,61 K-Pop #1 in Ab,4,4,4,Good enough but too similar,Temparature 0.1 Self_Blend (Rendering)
61 K-Pop #1 in Ab.Verse_no_drum.X.61 K-Pop #1 in Ab.Verse_no_drum.D_T01.mid,61 K-Pop #1 in Ab.Verse_no_drum.mid,61 K-Pop #1 in Ab.Verse_no_drum.mid,Verse,Drums,0.1,0.9012036942076124,0.8415752628047884,0.7431605356175383,0.5067228216865886,,61 K-Pop #1 in Ab,61 K-Pop #1 in Ab,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
62 Synthwave #4 In Bb.Chorus_no_drum.X.62 Synthwave #4 In Bb.Chorus_no_drum.D_T01.mid,62 Synthwave #4 In Bb.Chorus_no_drum.mid,62 Synthwave #4 In Bb.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9494621105986222,0.9442806650381524,0.4385079185312708,0.5696551959330495,,62 Synthwave #4 In Bb,62 Synthwave #4 In Bb,5,4,3,Good all arounf but one high synth note ruins the track,Temparature 0.1 Self_Blend (Rendering)
62 Synthwave #4 In Bb.PreChorus_no_drum.X.62 Synthwave #4 In Bb.PreChorus_no_drum.D_T01.mid,62 Synthwave #4 In Bb.PreChorus_no_drum.mid,62 Synthwave #4 In Bb.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8298488883183167,0.7125271483037098,0.5707597267386486,0.1500075005625467,,62 Synthwave #4 In Bb,62 Synthwave #4 In Bb,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
62 Synthwave #4 In Bb.Verse_no_drum.X.62 Synthwave #4 In Bb.Verse_no_drum.D_T01.mid,62 Synthwave #4 In Bb.Verse_no_drum.mid,62 Synthwave #4 In Bb.Verse_no_drum.mid,Verse,Drums,0.1,0.8107871323500326,0.7757569591261586,0.7001256428702343,,,62 Synthwave #4 In Bb,62 Synthwave #4 In Bb,5,4,4,Good,Temparature 0.1 Self_Blend (Rendering)
63 Synthwave #5 In Am.Chorus_no_drum.X.63 Synthwave #5 In Am.Chorus_no_drum.D_T01.mid,63 Synthwave #5 In Am.Chorus_no_drum.mid,63 Synthwave #5 In Am.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7705369742922812,0.5926967087917138,0.5359976189117162,0.3029991748123295,,63 Synthwave #5 In Am,63 Synthwave #5 In Am,5,4,4,Good,Temparature 0.1 Self_Blend (Rendering)
63 Synthwave #5 In Am.PreChorus_no_drum.X.63 Synthwave #5 In Am.PreChorus_no_drum.D_T01.mid,63 Synthwave #5 In Am.PreChorus_no_drum.mid,63 Synthwave #5 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9479165762330156,0.8279013731938415,0.1145437641538187,0.4243920714785822,,63 Synthwave #5 In Am,63 Synthwave #5 In Am,2,2,1,A complete mess,Temparature 0.1 Self_Blend (Rendering)
63 Synthwave #5 In Am.Verse_no_drum.X.63 Synthwave #5 In Am.Verse_no_drum.D_T01.mid,63 Synthwave #5 In Am.Verse_no_drum.mid,63 Synthwave #5 In Am.Verse_no_drum.mid,Verse,Drums,0.1,0.7432436291584658,0.5925261804397659,0.9161433634476798,0.4715497168969591,,63 Synthwave #5 In Am,63 Synthwave #5 In Am,5,5,4,Very Cool but too reptitive at the second part,Temparature 0.1 Self_Blend (Rendering)
64 Synthwave #6 In A.Chorus_no_drum.X.64 Synthwave #6 In A.Chorus_no_drum.D_T01.mid,64 Synthwave #6 In A.Chorus_no_drum.mid,64 Synthwave #6 In A.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9122396127525736,0.7501793861313808,0.5751050705023346,0.6911070533097011,,64 Synthwave #6 In A,64 Synthwave #6 In A,5,4,3,Too similar and boring,Temparature 0.1 Self_Blend (Rendering)
64 Synthwave #6 In A.PreChorus_no_drum.X.64 Synthwave #6 In A.PreChorus_no_drum.D_T01.mid,64 Synthwave #6 In A.PreChorus_no_drum.mid,64 Synthwave #6 In A.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8787895790596466,0.8810625663610953,0.5628156284264291,0.6509191173719024,,64 Synthwave #6 In A,64 Synthwave #6 In A,2,3,2,A complete mess and the sound is awful,Temparature 0.1 Self_Blend (Rendering)
64 Synthwave #6 In A.Verse_no_drum.X.64 Synthwave #6 In A.Verse_no_drum.D_T01.mid,64 Synthwave #6 In A.Verse_no_drum.mid,64 Synthwave #6 In A.Verse_no_drum.mid,Verse,Drums,0.1,0.8037343685350181,0.7512439252875334,0.789999433091667,0.5189180577203443,,64 Synthwave #6 In A,64 Synthwave #6 In A,4,5,4,Good,Temparature 0.1 Self_Blend (Rendering)
65 K-Pop #2 in Gm.Chorus_no_drum.X.65 K-Pop #2 in Gm.Chorus_no_drum.D_T01.mid,65 K-Pop #2 in Gm.Chorus_no_drum.mid,65 K-Pop #2 in Gm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7243109185512028,0.417047718560779,0.6949629936308551,0.3505965215617034,,65 K-Pop #2 in Gm,65 K-Pop #2 in Gm,2,2,2,Repetitive stuck bass terbulance,Temparature 0.1 Self_Blend (Rendering)
65 K-Pop #2 in Gm.PreChorus_no_drum.X.65 K-Pop #2 in Gm.PreChorus_no_drum.D_T01.mid,65 K-Pop #2 in Gm.PreChorus_no_drum.mid,65 K-Pop #2 in Gm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9234720683544908,0.9504559974025416,0.7683788960096186,0.8063617390520761,,65 K-Pop #2 in Gm,65 K-Pop #2 in Gm,2,2,2,"Not Music, Distorted awful sound",Temparature 0.1 Self_Blend (Rendering)
65 K-Pop #2 in Gm.Verse_no_drum.X.65 K-Pop #2 in Gm.Verse_no_drum.D_T01.mid,65 K-Pop #2 in Gm.Verse_no_drum.mid,65 K-Pop #2 in Gm.Verse_no_drum.mid,Verse,Drums,0.1,0.7363352471837833,0.4581960467780204,0.7472147343576111,0.4072255079469997,,65 K-Pop #2 in Gm,65 K-Pop #2 in Gm,1,1,1,Not Music,Temparature 0.1 Self_Blend (Rendering)
66 K-Pop #3 in B.Chorus_no_drum.X.66 K-Pop #3 in B.Chorus_no_drum.D_T01.mid,66 K-Pop #3 in B.Chorus_no_drum.mid,66 K-Pop #3 in B.Chorus_no_drum.mid,Chorus,Drums,0.1,0.5864059558451364,0.4192530598738027,0.3542378686202537,0.3521716064407812,,66 K-Pop #3 in B,66 K-Pop #3 in B,3,2,2,Sounds awsul all around,Temparature 0.1 Self_Blend (Rendering)
66 K-Pop #3 in B.PreChorus_no_drum.X.66 K-Pop #3 in B.PreChorus_no_drum.D_T01.mid,66 K-Pop #3 in B.PreChorus_no_drum.mid,66 K-Pop #3 in B.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.3502254527148856,0.2325115180448078,0.2269441553224858,0.4167665197491345,,66 K-Pop #3 in B,66 K-Pop #3 in B,3,2,1,Not music,Temparature 0.1 Self_Blend (Rendering)
66 K-Pop #3 in B.Verse_no_drum.X.66 K-Pop #3 in B.Verse_no_drum.D_T01.mid,66 K-Pop #3 in B.Verse_no_drum.mid,66 K-Pop #3 in B.Verse_no_drum.mid,Verse,Drums,0.1,0.6096148850125594,0.3275455325890585,0.3458994280750251,,,66 K-Pop #3 in B,66 K-Pop #3 in B,2,3,3,The Mix is completely off and playing a reptitive non melodic line,Temparature 0.1 Self_Blend (Rendering)
